"E. col"	0.292533659730722
"E. fcm"	-0.513513513513513
"E. fcs"	-0.277286135693215
"K. aer"	-0.666666666666667
"K. gri"	-0.32
"K. hua"	1
"K. mic"	-0.367088607594937
"K. orn"	-0.777777777777778
"K. oxy"	-0.333333333333333
"K. pla"	-1
"K. pne"	-0.173913043478261
"K. qps"	-1
"K. var"	-0.565217391304348
