id	cluster	assembly
ERR2778492	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778492.contigs_velvet.fa
ERR2778504	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778504.contigs_velvet.fa
ERR2778505	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778505.contigs_velvet.fa
ERR2778513	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778513.contigs_velvet.fa
ERR2778514	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778514.contigs_velvet.fa
ERR2778531	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778531.contigs_velvet.fa
ERR2778535	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778535.contigs_velvet.fa
ERR2778536	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778536.contigs_velvet.fa
ERR2778543	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778543.contigs_velvet.fa
ERR2778544	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778544.contigs_velvet.fa
ERR2778546	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778546.contigs_velvet.fa
ERR2778554	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778554.contigs_velvet.fa
ERR2778568	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778568.contigs_velvet.fa
ERR2778576	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778576.contigs_velvet.fa
ERR2778577	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778577.contigs_velvet.fa
ERR2778584	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778584.contigs_velvet.fa
ERR2778607	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778607.contigs_velvet.fa
ERR2778629	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778629.contigs_velvet.fa
ERR2778633	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778633.contigs_velvet.fa
ERR2778640	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778640.contigs_velvet.fa
ERR2778645	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778645.contigs_velvet.fa
ERR2778649	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778649.contigs_velvet.fa
ERR2778704	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778704.contigs_velvet.fa
ERR2778705	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778705.contigs_velvet.fa
ERR2778714	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778714.contigs_velvet.fa
ERR2778719	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778719.contigs_velvet.fa
ERR2778722	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778722.contigs_velvet.fa
ERR2778726	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778726.contigs_velvet.fa
ERR2778729	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778729.contigs_velvet.fa
ERR2778748	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778748.contigs_velvet.fa
ERR2778751	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778751.contigs_velvet.fa
ERR2778755	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778755.contigs_velvet.fa
ERR2778758	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778758.contigs_velvet.fa
ERR2778763	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778763.contigs_velvet.fa
ERR2778772	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778772.contigs_velvet.fa
ERR2778781	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778781.contigs_velvet.fa
ERR2778787	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778787.contigs_velvet.fa
ERR2778788	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778788.contigs_velvet.fa
ERR2778795	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778795.contigs_velvet.fa
ERR2778801	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778801.contigs_velvet.fa
ERR2778821	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778821.contigs_velvet.fa
ERR2778827	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778827.contigs_velvet.fa
ERR2778832	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778832.contigs_velvet.fa
ERR2778839	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778839.contigs_velvet.fa
ERR2778844	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778844.contigs_velvet.fa
ERR2778861	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778861.contigs_velvet.fa
ERR2778864	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778864.contigs_velvet.fa
ERR2778867	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778867.contigs_velvet.fa
ERR2778876	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778876.contigs_velvet.fa
ERR2778888	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778888.contigs_velvet.fa
ERR2778902	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778902.contigs_velvet.fa
ERR2778903	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778903.contigs_velvet.fa
ERR2778904	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778904.contigs_velvet.fa
ERR2778926	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778926.contigs_velvet.fa
ERR2778930	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778930.contigs_velvet.fa
ERR2778932	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778932.contigs_velvet.fa
ERR2778943	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778943.contigs_velvet.fa
ERR2778967	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778967.contigs_velvet.fa
ERR2778976	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778976.contigs_velvet.fa
ERR2778988	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2778988.contigs_velvet.fa
ERR2779003	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779003.contigs_velvet.fa
ERR2779012	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779012.contigs_velvet.fa
ERR2779018	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779018.contigs_velvet.fa
ERR2779032	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779032.contigs_velvet.fa
ERR2779037	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779037.contigs_velvet.fa
ERR2779043	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779043.contigs_velvet.fa
ERR2779045	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779045.contigs_velvet.fa
ERR2779051	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779051.contigs_velvet.fa
ERR2779057	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779057.contigs_velvet.fa
ERR2779076	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779076.contigs_velvet.fa
ERR2779077	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779077.contigs_velvet.fa
ERR2779078	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779078.contigs_velvet.fa
ERR2779080	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779080.contigs_velvet.fa
ERR2779083	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779083.contigs_velvet.fa
ERR2779092	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779092.contigs_velvet.fa
ERR2779093	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779093.contigs_velvet.fa
ERR2779095	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779095.contigs_velvet.fa
ERR2779098	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779098.contigs_velvet.fa
ERR2779108	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779108.contigs_velvet.fa
ERR2779110	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779110.contigs_velvet.fa
ERR2779111	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779111.contigs_velvet.fa
ERR2779114	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779114.contigs_velvet.fa
ERR2779115	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779115.contigs_velvet.fa
ERR2779126	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779126.contigs_velvet.fa
ERR2779134	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779134.contigs_velvet.fa
ERR2779141	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779141.contigs_velvet.fa
ERR2779145	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779145.contigs_velvet.fa
ERR2779147	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779147.contigs_velvet.fa
ERR2779163	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779163.contigs_velvet.fa
ERR2779165	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779165.contigs_velvet.fa
ERR2779170	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779170.contigs_velvet.fa
ERR2779171	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779171.contigs_velvet.fa
ERR2779184	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779184.contigs_velvet.fa
ERR2779186	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779186.contigs_velvet.fa
ERR2779196	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779196.contigs_velvet.fa
ERR2779199	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779199.contigs_velvet.fa
ERR2779206	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779206.contigs_velvet.fa
ERR2779211	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779211.contigs_velvet.fa
ERR2779228	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779228.contigs_velvet.fa
ERR2779242	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779242.contigs_velvet.fa
ERR2779247	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779247.contigs_velvet.fa
ERR2779269	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779269.contigs_velvet.fa
ERR2779282	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779282.contigs_velvet.fa
ERR2779284	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779284.contigs_velvet.fa
ERR2779288	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779288.contigs_velvet.fa
ERR2779291	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779291.contigs_velvet.fa
ERR2779300	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779300.contigs_velvet.fa
ERR2779312	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779312.contigs_velvet.fa
ERR2779314	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779314.contigs_velvet.fa
ERR2779318	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779318.contigs_velvet.fa
ERR2779323	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779323.contigs_velvet.fa
ERR2779333	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779333.contigs_velvet.fa
ERR2779346	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779346.contigs_velvet.fa
ERR2779366	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779366.contigs_velvet.fa
ERR2779377	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779377.contigs_velvet.fa
ERR2779382	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779382.contigs_velvet.fa
ERR2779384	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779384.contigs_velvet.fa
ERR2779388	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779388.contigs_velvet.fa
ERR2779392	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779392.contigs_velvet.fa
ERR2779402	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779402.contigs_velvet.fa
ERR2779405	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779405.contigs_velvet.fa
ERR2779410	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779410.contigs_velvet.fa
ERR2779414	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779414.contigs_velvet.fa
ERR2779418	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779418.contigs_velvet.fa
ERR2779425	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779425.contigs_velvet.fa
ERR2779442	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779442.contigs_velvet.fa
ERR2779443	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779443.contigs_velvet.fa
ERR2779444	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779444.contigs_velvet.fa
ERR2779473	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779473.contigs_velvet.fa
ERR2779474	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779474.contigs_velvet.fa
ERR2779483	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779483.contigs_velvet.fa
ERR2779495	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779495.contigs_velvet.fa
ERR2779516	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779516.contigs_velvet.fa
ERR2779518	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779518.contigs_velvet.fa
ERR2779521	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779521.contigs_velvet.fa
ERR2779524	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779524.contigs_velvet.fa
ERR2779528	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779528.contigs_velvet.fa
ERR2779531	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779531.contigs_velvet.fa
ERR2779537	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779537.contigs_velvet.fa
ERR2779550	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779550.contigs_velvet.fa
ERR2779551	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779551.contigs_velvet.fa
ERR2779559	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779559.contigs_velvet.fa
ERR2779568	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779568.contigs_velvet.fa
ERR2779582	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779582.contigs_velvet.fa
ERR2779592	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779592.contigs_velvet.fa
ERR2779624	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779624.contigs_velvet.fa
ERR2779628	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779628.contigs_velvet.fa
ERR2779633	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779633.contigs_velvet.fa
ERR2779643	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779643.contigs_velvet.fa
ERR2779650	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779650.contigs_velvet.fa
ERR2779657	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779657.contigs_velvet.fa
ERR2779673	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779673.contigs_velvet.fa
ERR2779674	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779674.contigs_velvet.fa
ERR2779675	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779675.contigs_velvet.fa
ERR2779676	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779676.contigs_velvet.fa
ERR2779684	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779684.contigs_velvet.fa
ERR2779698	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779698.contigs_velvet.fa
ERR2779699	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779699.contigs_velvet.fa
ERR2779704	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779704.contigs_velvet.fa
ERR2779708	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779708.contigs_velvet.fa
ERR2779709	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779709.contigs_velvet.fa
ERR2779734	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779734.contigs_velvet.fa
ERR2779764	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779764.contigs_velvet.fa
ERR2779768	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779768.contigs_velvet.fa
ERR2779769	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779769.contigs_velvet.fa
ERR2779771	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779771.contigs_velvet.fa
ERR2779781	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779781.contigs_velvet.fa
ERR2779801	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779801.contigs_velvet.fa
ERR2779803	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779803.contigs_velvet.fa
ERR2779811	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779811.contigs_velvet.fa
ERR2779842	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779842.contigs_velvet.fa
ERR2779843	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779843.contigs_velvet.fa
ERR2779844	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779844.contigs_velvet.fa
ERR2779845	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779845.contigs_velvet.fa
ERR2779847	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779847.contigs_velvet.fa
ERR2779849	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779849.contigs_velvet.fa
ERR2779851	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779851.contigs_velvet.fa
ERR2779852	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779852.contigs_velvet.fa
ERR2779854	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779854.contigs_velvet.fa
ERR2779855	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779855.contigs_velvet.fa
ERR2779856	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779856.contigs_velvet.fa
ERR2779857	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779857.contigs_velvet.fa
ERR2779859	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779859.contigs_velvet.fa
ERR2779862	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779862.contigs_velvet.fa
ERR2779863	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779863.contigs_velvet.fa
ERR2779864	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779864.contigs_velvet.fa
ERR2779865	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779865.contigs_velvet.fa
ERR2779868	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779868.contigs_velvet.fa
ERR2779871	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779871.contigs_velvet.fa
ERR2779872	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779872.contigs_velvet.fa
ERR2779873	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779873.contigs_velvet.fa
ERR2779875	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779875.contigs_velvet.fa
ERR2779876	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779876.contigs_velvet.fa
ERR2779882	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779882.contigs_velvet.fa
ERR2779889	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779889.contigs_velvet.fa
ERR2779891	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779891.contigs_velvet.fa
ERR2779892	E_fcm	/lustre/scratch118/infgen/team312/ap34/cocov/Efcm_db/assemblies_1602/ERR2779892.contigs_velvet.fa
